"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"10/13/2017","NY","Ossining","Under investigation","A 58-year-old woman died in an apartment fire.","Female","58","Unknown","","N","Multifamily","Not reported","http://www.lohud.com/story/news/local/westchester/ossining/2017/10/13/ossining-fire-woman-dies/760862001/"
"10/13/2017","NY","Diana","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.watertowndailytimes.com/news04/woman-found-dead-after-diana-structure-fire-20171015"
"10/10/2017","NY","Queens","Under investigation","A 56-year-old man died in a house fire","Male","56","Unknown","","N","Not reported","Not reported","https://www.seattletimes.com/nation-world/59-year-old-man-killed-in-queens-fire/"
"09/30/2017","NY","Kauneonga Lake","Under investigation","A 72-year-old woman died in a house fire.","Female","72","Older adults (65 and older)","","N","Multifamily","Not reported","http://www.recordonline.com/news/20171002/woman-72-dies-in-sullivan-senior-housing-fire"
"09/30/2017","NY","Parkchester, Bronx","Under investigation","One person and a 75-year-old man died in an apartment fire.","Male","75","Older adults (65 and older)","1 of 2","N","Multifamily","Not reported","http://www.firefighternation.com/articles/2017/10/two-dead-in-bronx-high-rise-fire.html"
"09/30/2017","NY","Parkchester, Bronx","Under investigation","One person and a 75-year-old man died in an apartment fire.","Unknown","Unknown","Unknown","2 of 2","N","Multifamily","Not reported","http://www.firefighternation.com/articles/2017/10/two-dead-in-bronx-high-rise-fire.html"
"09/26/2017","NY","Queens","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.nbcnewyork.com/news/local/Deadly-Fire-Vacant-Home-Richmond-Hill-Queens-Person-Dies-448115293.html"
"09/24/2017","NY","Queens","Under investigation","A 68-year-old man died in a house fire.","Male","68","Unknown","","N","1 & 2 family
","Not reported","http://www.nbcnewyork.com/news/local/Man-Dies-in-Queens-House-Fire-NYPD-Jamaica-97th-Avenue--447343993.html"
"09/06/2017","NY","Syracuse","Under investigation","A 64-year-old man died in a house fire","Male","64","Unknown","","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/central-ny/news/2017/09/6/one-dead-after-north-syracuse-fire.html"
"08/28/2017","NY","Brooklyn","Open flame","A 61-year-old man and a 59-year-old woman died in a house fire.","Male","61","Unknown","1 of 2","N","1 & 2 family
","Not reported","http://pix11.com/2017/08/28/2-dead-after-fire-breaks-out-at-borough-park-home/"
"08/28/2017","NY","Brooklyn","Open flame","A 61-year-old man and a 59-year-old woman died in a house fire.","Female","59","Unknown","2 of 2","N","1 & 2 family
","Not reported","http://pix11.com/2017/08/28/2-dead-after-fire-breaks-out-at-borough-park-home/"
"08/26/2017","NY","Brooklyn","Under investigation","A 66-year-old woman died in an apartment fire.","Female","66","Older adults (65 and older)","","N","Multifamily","Not reported","http://nypost.com/2017/08/27/woman-killed-in-apartment-building-fire/"
"08/26/2017","NY","Rensselaer Falls","Under investigation","A 75-year-old an died in a house fire.","Male","75","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.watertowndailytimes.com/news05/elderly-heuvelton-man-found-dead-after-fire-20170827"
"08/19/2017","NY","Niagra Falls","Under investigation","A 7-year-old girl died in a house fire.","Female","7","Children (14 and under)","","N","1 & 2 family
","Not reported","http://www.wgrz.com/news/local/seven-year-old-girl-dies-in-niagara-falls-fire/465608433"
"08/10/2017","NY","Brooklyn","Under investigation","An 81-year-old woman died in a house fire.","Female","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://pix11.com/2017/08/10/woman-81-killed-in-fire-in-crown-heights-brownstone/"
"07/29/2017","NY","Town of Chester","Smoking","A 32-year-old man died in an apartment fire.","Male","32","Unknown","","N","Multifamily","Not reported","http://www.midhudsonnews.com/News/2017/July/31/Coyle_fire_fatal-31Jul17.html"
"07/29/2017","NY","Ellicott","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.post-journal.com/news/page-one/2017/07/residence-destroyed-in-morning-blaze/"
"07/20/2017","NY","Saratoga Springs","Under investigation","A 52-year-old woman died in a house fire.","Female","52","Unknown","","N","1 & 2 family
","Not reported","http://www.wbng.com/story/35937282/fire-kills-woman-and-four-dogs"
"07/15/2017","NY","Malone","Under investigation","A 52-year-old man died in an apartment fire.","Male","52","Unknown","","N","Multifamily","Not reported","http://www.mychamplainvalley.com/news/update-police-id-man-who-died-in-malone-apartment-fire/766867128"
"07/14/2017","NY","Oneida","Under investigation","A 50-year-old man and 50-year-old woman died in a house fire.","Male","50","Unknown","1 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/central-ny/news/2017/07/14/dozens-grieve-loss-of-oneida-fire-victims.html"
"07/14/2017","NY","Oneida","Under investigation","A 50-year-old man and 50-year-old woman died in a house fire.","Female","50","Unknown","2 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/central-ny/news/2017/07/14/dozens-grieve-loss-of-oneida-fire-victims.html"
"07/08/2017","NY","Oneida","Under investigation","50-year-old man and 50-year-old woman died in an apartment fire.","Male","50","Unknown","1 of 2","N","Multifamily","Not reported","http://www.syracuse.com/crime/index.ssf/2017/07/madison_county_fire_that_killed_two_does_not_appear_suspicious_police_say.html"
"07/08/2017","NY","Oneida","Under investigation","50-year-old man and 50-year-old woman died in an apartment fire.","Female","50","Unknown","2 of 2","N","Multifamily","Not reported","http://www.syracuse.com/crime/index.ssf/2017/07/madison_county_fire_that_killed_two_does_not_appear_suspicious_police_say.html"
"06/19/2017","NY","Manhattan","Under investigation","An 88-year-old woman died in a house fire","Female","88","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.nbcnewyork.com/news/local/Elderly-Woman-Dead-Man-Critical-Condition-New-York-City-Manhattan-Morningside-Heights-Apartment-Fire-Officials-429581203.html"
"06/12/2017","NY","New York (Manhattan)","Under investigation","A 34-year-old woman died in an apartment fire.","Female","34","Unknown","","N","Multifamily","Not reported","http://www.nbcnewyork.com/news/local/Woman-Found-Dead-Bathroom-Accidental-Kitchen-Fire-Police-Koreatown-Manhattan-Bathroom-Burns-Stomach-428114263.html"
"06/03/2017","NY","Mount Vernon","Under investigation","A 70-year-old man died in an apartment fire.","Male","70","Unknown","","Y","Multifamily","Not reported","http://hudsonvalley.news12.com/story/35584236/1-dead-after-apartment-fire-in-mount-vernon"
"05/20/2017","NY","Staten Island","Open flame","A 62-year-old man died in a house fire.","Male","62","Unknown","","N","1 & 2 family
","Not reported","http://www.nbcnewyork.com/news/local/University-of-New-Haven-Connecticut-College-Professor-Dies-Staten-Island-Fire-9-Year-Old-Son-Hospitalized-Officials-423549693.html"
"05/18/2017","NY","West Hurley","Electrical malfunction
","An 87-year-old woman died in a house fire.","Female","87","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://hudsonvalleynewsnetwork.com/2017/05/18/UPDATED-WITH-VIDEO-west-hurley-fire-claims-elderly-woman/"
"05/18/2017","NY","Yonkers","Electrical malfunction
","A 54-year-old woman died in a house fire.","Female","54","Unknown","","N","1 & 2 family
","Not reported","http://www.lohud.com/story/news/local/westchester/yonkers/2017/05/19/yonkers-fire-victim/332165001/"
"05/10/2017","NY","Bronx","Under investigation","2 men in their 30's died in a house fire","Male","30","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.usnews.com/news/best-states/new-york/articles/2017-05-11/2-men-found-dead-after-bronx-fire"
"05/10/2017","NY","Bronx","Under investigation","2 men in their 30's died in a house fire","Male","30","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.usnews.com/news/best-states/new-york/articles/2017-05-11/2-men-found-dead-after-bronx-fire"
"05/09/2017","NY","Manhattan (East Harlem)","Under investigation","A person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","http://www.nbcnewyork.com/news/local/Dead-Bodies-Apartment-Manhattan-Harlem-105th-Street-NYPD-Police-Investigation-421722563.html"
"05/05/2017","NY","Greenwich Village","Smoking","A 79-year-old man died in an apartment fire.","Male","79","Older adults (65 and older)","","N","Multifamily","Not reported","https://patch.com/new-york/chelsea-ny/chelsea-fire-kills-one-fdny-says"
"05/03/2017","NY","Albany","Under investigation","A 52-year-old woman died in an apartment fire.","Female","52","Unknown","","N","Multifamily","Not reported","http://www.twcnews.com/nys/capital-region/news/2017/05/4/albany-apartment-fire-madison-avenue.html"
"04/24/2017","NY","Schenectady","Under investigation","A 51-year-old man died in a house fire","Male","51","Unknown","","N","1 & 2 family
","Not reported","http://www.timesunion.com/7dayarchive/article/1-dead-in-Schenectady-fire-report-says-11093900.php"
"04/23/2017","NY","Queens","Under investigation","A 2-year-old boy, a 9-year-old boy, a 14-year-old girl, a 20-year-old woman, and 45-year-old man died in a house fire.","Male","2","Children (14 and under)","1 of 5","N","1 & 2 family
","Not reported","https://www.nytimes.com/2017/04/23/nyregion/house-fire-kills-5-including-3-children-in-queens.html?_r=0"
"04/23/2017","NY","Queens","Under investigation","A 2-year-old boy, a 9-year-old boy, a 14-year-old girl, a 20-year-old woman, and 45-year-old man died in a house fire.","Male","45","Unknown","2 of 5","N","1 & 2 family
","Not reported","https://www.nytimes.com/2017/04/23/nyregion/house-fire-kills-5-including-3-children-in-queens.html?_r=0"
"04/23/2017","NY","Queens","Under investigation","A 2-year-old boy, a 9-year-old boy, a 14-year-old girl, a 20-year-old woman, and 45-year-old man died in a house fire.","Male","9","Children (14 and under)","3 of 5","N","1 & 2 family
","Not reported","https://www.nytimes.com/2017/04/23/nyregion/house-fire-kills-5-including-3-children-in-queens.html?_r=0"
"04/23/2017","NY","Queens","Under investigation","A 2-year-old boy, a 9-year-old boy, a 14-year-old girl, a 20-year-old woman, and 45-year-old man died in a house fire.","Female","20","Unknown","4 of 5","N","1 & 2 family
","Not reported","https://www.nytimes.com/2017/04/23/nyregion/house-fire-kills-5-including-3-children-in-queens.html?_r=0"
"04/23/2017","NY","Queens","Under investigation","A 2-year-old boy, a 9-year-old boy, a 14-year-old girl, a 20-year-old woman, and 45-year-old man died in a house fire.","Female","14","Children (14 and under)","5 of 5","N","1 & 2 family
","Not reported","https://www.nytimes.com/2017/04/23/nyregion/house-fire-kills-5-including-3-children-in-queens.html?_r=0"
"04/23/2017","NY","Hurley","Under investigation","An 89-year-old man and a 62-year-old man died in a house fire","Male","62","Unknown","1 of 2","N","1 & 2 family
","Not reported","http://hudsonvalleynewsnetwork.com/2017/04/23/20170423hurley-house-fire-claims-1-injures-2/"
"04/23/2017","NY","Hurley","Under investigation","An 89-year-old man and a 62-year-old man died in a house fire","Male","89","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","http://hudsonvalleynewsnetwork.com/2017/04/23/20170423hurley-house-fire-claims-1-injures-2/"
"04/21/2017","NY","Syracuse","Under investigation","A 60-year-old woman died in an apartment fire.","Female","60","Unknown","","N","Multifamily","Not reported","http://www.localsyr.com/news/local-news/crews-responding-to-house-fire-on-midland-ave/696834070"
"04/13/2017","NY","Buffalo","Under investigation","A 63-year-old man died in a house fire.","Male","63","Unknown","","N","1 & 2 family
","Not reported","http://www.wkbw.com/news/man-taken-to-hospital-after-buffalo-fire"
"04/10/2017","NY","Yorktown Heights","Under investigation","A 70-year-old woman and her 74-year-old husband died in a house fire.","Female","70","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","http://www.lohud.com/story/news/local/westchester/yorktown/2017/04/10/yorktown-fire/100275576/"
"04/10/2017","NY","Yorktown Heights","Under investigation","A 70-year-old woman and her 74-year-old husband died in a house fire.","Male","74","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","http://www.lohud.com/story/news/local/westchester/yorktown/2017/04/10/yorktown-fire/100275576/"
"04/08/2017","NY","Triangle (Broome County)","Cooking","A 59-year-old man died in a home fire.","Male","59","Unknown","","N","Not reported","Not reported","http://www.timesunion.com/allwcm/article/One-dies-in-house-fire-11062278.php"
"04/08/2017","NY","Elmira","Under investigation","An 82-year-old man died in a house fire.","Male","82","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.mytwintiers.com/news/local-news/one-dead-in-lake-street-duplex-fire/689441251"
"04/05/2017","NY","DeKalb","Under investigation","A 77-year-old woman died in a house fire.","Female","77","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.wwnytv.com/story/35087905/officials-identify-dekalb-fatal-fire-victim"
"04/03/2017","NY","Amsterdam","Under investigation","A 24-year-old pregnant woman died in a house fire.","Female","24","Unknown","","N","1 & 2 family
","Not reported","http://wnyt.com/news/woman-killed-in-amsterdam-fire/4444352/"
"04/02/2017","NY","Queens","Under investigation","A 51-year-old man died in a house fire.","Male","51","Unknown","","N","1 & 2 family
","Not reported","http://pix11.com/2017/04/02/man-51-dies-in-queens-fire-at-his-home/"
"04/02/2017","NY","Jamestown","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","http://buffalonews.com/section/local-news/page/2/"
"04/01/2017","NY","Kennedy","Under investigation","A 60-year-old man died in a house fire.","Male","60","Unknown","","N","Not reported","Not reported","http://www.yourerie.com/news/local-news/saturday-morning-fire-claims-life-of-chautauqua-county-man/684553553"
"03/30/2017","NY","Russia (Herkimer County)","Under investigation","A 40-year-old man and a 13-year-old boy died in a mobile home fire.","Male","40","Unknown","1 of 2","N","1 & 2 family mobile","Not reported","http://www.twcnews.com/nys/central-ny/news/2017/03/30/fatal-russia-fire-herkimer-county.html"
"03/30/2017","NY","Russia (Herkimer County)","Under investigation","A 40-year-old man and a 13-year-old boy died in a mobile home fire.","Male","13","Children (14 and under)","2 of 2","N","1 & 2 family mobile","Not reported","http://www.twcnews.com/nys/central-ny/news/2017/03/30/fatal-russia-fire-herkimer-county.html"
"03/19/2017","NY","Northumberland","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://poststar.com/news/local/man-dies-after-northumberland-fire/article_9afb1b3c-0a5b-55be-97ca-e39685ce9d02.html"
"03/19/2017","NY","Schuylerville","Under investigation","A 63-year-old man died in a house fire","Male","63","Unknown","","N","1 & 2 family
","Not reported","http://www.timesunion.com/local/article/Report-Man-dies-in-Schuylerville-fire-11013864.php"
"03/17/2017","NY","Elmira","Under investigation","A 77-year-old woman died in a house fire.","Female","77","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.mytwintiers.com/news/local-news/police-identify-baty-street-fire-victim/674419967"
"03/15/2017","NY","Yonkers","Under investigation","A 62-year-old man died in an apartment fire.","Male","62","Unknown","","N","Multifamily","Not reported","http://newyork.cbslocal.com/2017/03/15/apartment-fire-yonkers/"
"03/14/2017","NY","Vestal","Heating","A 79-year-old man died in a motel fire.","Male","79","Older adults (65 and older)","","N","Hotel/motel","Not reported","http://www.twcnews.com/nys/binghamton/news/2017/03/14/vestal-motel-fire.html"
"03/12/2017","NY","Henrietta","Under investigation","An 86-year-old woman and her 26-year-old grandson died in a house fire.","Female","86","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/rochester/news/2017/03/12/two-found-dead-following-house-fire-in-henrietta.html"
"03/12/2017","NY","Henrietta","Under investigation","An 86-year-old woman and her 26-year-old grandson died in a house fire.","Male","26","Unknown","2 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/rochester/news/2017/03/12/two-found-dead-following-house-fire-in-henrietta.html"
"03/06/2017","NY","Staten Island","Under investigation","An 83-year-old woman died in a house fire.","Female","83","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.silive.com/southshore/index.ssf/2017/03/fdny_responds_to_major_fire_at.html"
"03/02/2017","NY","Brutus (Cayuga County)","Under investigation","A 61-year-old man died in a mobile home fire.","Male","61","Unknown","","N","1 & 2 family mobile","Not reported","http://auburnpub.com/news/local/update-man-killed-in-residential-fire-in-brutus/article_b4a75858-345c-5b2d-945f-612c24ef5b86.html"
"02/26/2017","NY","Mount Vernon","Under investigation","A 30-year-old woman and a 17-month-old girl died in a house fire.","Female","1","Children (14 and under)","1 of 2","N","Not reported","Not reported","http://www.lohud.com/story/news/local/westchester/mount-vernon/2017/02/26/mount-vernon-fatal-fire/98442144/"
"02/26/2017","NY","Mount Vernon","Under investigation","A 30-year-old woman and a 17-month-old girl died in a house fire.","Female","30","Unknown","2 of 2","N","Not reported","Not reported","http://www.lohud.com/story/news/local/westchester/mount-vernon/2017/02/26/mount-vernon-fatal-fire/98442144/"
"02/26/2017","NY","Fenton (Broome County)","Under investigation","A 67-year-old woman died in a mobile home fire.","Female","67","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","http://www.pressconnects.com/story/news/public-safety/2017/02/27/woman-killed-hillcrest-fire/98469302/"
"02/23/2017","NY","New York City","Smoking","An 87-year-old woman died in a high-rise fire.","Female","87","Older adults (65 and older)","","N","Multifamily","Not reported","http://www.nbcnewyork.com/news/local/NYC-Elderly-Woman-Dies-in-Fire-Likely-Sparked-by-Cigarette-414581613.html"
"02/22/2017","NY","Massena","Under investigation","A 5-year-old boy died in a house fire.","Male","5","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.usnews.com/news/new-york/articles/2017-02-24/5-year-old-boy-dies-in-norther-ny-house-fire"
"02/19/2017","NY","Parish (Oswego County)","Under investigation","A 49-year-old man and his 50-year-old wife  died in a house fire.","Male","49","Unknown","1 of 2","N","Not reported","Not reported","http://www.syracuse.com/crime/index.ssf/2017/02/oswego_county_couple_die_in_fire_after_husband_yells_for_help_from_window.html"
"02/19/2017","NY","Parish (Oswego County)","Under investigation","A 49-year-old man and his 50-year-old wife  died in a house fire.","Female","50","Unknown","2 of 2","N","Not reported","Not reported","http://www.syracuse.com/crime/index.ssf/2017/02/oswego_county_couple_die_in_fire_after_husband_yells_for_help_from_window.html"
"02/13/2017","NY","Cherry Valley","Under investigation","An 86-year-old man died in a house fire.","Male","86","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://wibx950.com/86-year-old-man-dies-in-fire-at-his-rural-upstate-ny-home/"
"02/11/2017","NY","Hopewell Junction","Electrical malfunction
","A 52-year-old man died in a house fire.","Female","52","Unknown","","N","1 & 2 family
","Not reported","http://www.poughkeepsiejournal.com/story/news/local/2017/02/12/woman-dies-hopewell-junction-house-fire/97822468/"
"02/09/2017","NY","Staten Island","Smoking","A 69-year-old man died in a house fire.","Male","69","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.nydailynews.com/new-york/dead-hurt-staten-island-house-fire-rages-snow-article-1.2968199"
"02/07/2017","NY","Bronx","Under investigation","An 81-year-old woman died in an apartment fire","Female","81","Older adults (65 and older)","","N","Multifamily","Not reported","http://www.nydailynews.com/new-york/fire-kills-81-year-old-bronx-woman-article-1.2966073"
"02/04/2017","NY","Elmont","Under investigation","A 70-year-old man died in a house fire.","Male","70","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.newsday.com/long-island/nassau/police-man-70-dies-in-elmont-house-fire-1.13063491"
"01/31/2017","NY","Niagara Falls","Under investigation","A 40-year-old man died in a house fire","Male","40","Unknown","","N","1 & 2 family
","Not reported","http://www.wkbw.com/news/one-person-dead-in-niagara-falls-fire"
"01/28/2017","NY","Carlisle","Under investigation","An 86-year-old man and 85-year-old woman died in a house fire.","Female","85","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/capital-region/top-stories/2017/01/29/two-killed-in-house-fire-on-route-20-in-carlisle.html"
"01/28/2017","NY","Carlisle","Under investigation","An 86-year-old man and 85-year-old woman died in a house fire.","Male","86","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","http://www.twcnews.com/nys/capital-region/top-stories/2017/01/29/two-killed-in-house-fire-on-route-20-in-carlisle.html"
"01/28/2017","NY","Scriba (Oswego County)","Under investigation","An 81-year-old woman died in a house fire.","Female","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.syracuse.com/crime/index.ssf/2017/01/one_person_dies_in_scriba_house_fire_chief_says.html"
"01/27/2017","NY","Utica","Under investigation","A man died in a home fire.","Male","63","Unknown","","N","Not reported","Not reported","http://wibx950.com/one-killed-in-early-morning-utica-fire/"
"01/27/2017","NY","Lyons Falls","Cooking","A 68-year-old man died in an apartment fire.","Male","68","Older adults (65 and older)","","N","Multifamily","Not present/not working","http://www.watertowndailytimes.com/news04/fatal-fire-in-lyons-falls-caused-by-unattended-stove-20170131"
"01/27/2017","NY","Wellsville (Allegany County)","Under investigation","A 71-year-old man died in a house fire.","Male","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.mytwintiers.com/news/local-news/wellsville-police-identify-victim-in-fatal-fire/646717986"
"01/25/2017","NY","Marilla","Under investigation","A person died in a mobile home fire","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","http://www.wkbw.com/news/person-found-dead-inside-marilla-trailer-fire"
"01/23/2017","NY","Peekskill","Under investigation","A 52-year-old woman with disabilities died in a multi-family house fire","Female","52","Unknown","","Y","Multifamily","Not reported","http://www.lohud.com/story/news/local/westchester/peekskill/2017/01/23/peekskill-house-fire/96939742/"
"01/20/2017","NY","Clinton Corners","Under investigation","A 56-year-old man died in a shed fire adjacent to his home","Male","56","Unknown","","N","Other","Not reported","http://www.midhudsonnews.com/News/2017/January/23/FireFatal_McGarry-23Jan17.htm"
"01/13/2017","NY","Queens","Under investigation","A 78-year-old woman died in a house fire.","Female","78","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://pix11.com/2017/01/14/queens-fire-leaves-1-dead-1-injured-police/"
"01/10/2017","NY","Brentwood (Long Island)","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.newsday.com/long-island/suffolk/brentwood-house-fire-kills-1-person-suffolk-police-say-1.12913542"
"01/09/2017","NY","Woodridge","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.midhudsonnews.com/News/2017/January/10/Fatal_fire-10Jan17.htm"
"01/04/2017","NY","North Amityville","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","http://www.newsday.com/long-island/suffolk/1-dead-in-north-amityville-fire-suffolk-officials-say-1.12862387"
"01/02/2017","NY","Glen Cove (Nassau County)","Under investigation","An 81-year-0old woman died in a house fire.","Female","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://patch.com/new-york/glencove/elderly-woman-killed-glen-cove-house-fire"
"01/02/2017","NY","Niagara Falls","Under investigation","A man died in a house fire","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://buffalonews.com/2017/01/04/police-man-died-niagara-falls-fire-lighted-wood-bathtub-inside-home/"
"12/23/2016","NY","Southampton","Under investigation","A 68-year-old woman died in a house fire.","Female","68","Older adults (65 and older)","","N","1 & 2 family
","Not reported","http://www.27east.com/news/article.cfm/East-Quogue/505971/A-Life-Lost-In-East-Quogue-Fire-On-Friday"
"12/21/2016","NY","Ticonderoga","Under investigation","A 58-year-old woman died in a house fire.","Female","58","Unknown","","N","1 & 2 family
","Not reported","http://www.suncommunitynews.com/articles/the-sun/fire-claims-a-life-in-ticonderoga/"
"12/21/2016","NY","Gowanda","Under investigation","A 56-year-old man died in an apartment fire","Male","56","Unknown","","N","Multifamily","Not reported","http://www.oleantimesherald.com/news/man-dead-following-apartment-fire-on-west-main-street-in/article_98f1ebd0-c803-11e6-a874-4fb64227b3a4.html"
"12/17/2016","NY","Bronx","Under investigation","A 52-year-old woman died in an apartment fire.","Female","52","Unknown","","N","Multifamily","Not reported","https://www.nydailynews.com/new-york/bronx/bronx-apartment-building-fire-kills-woman-article-1.2914312"
"12/17/2016","NY","Freehold","Under investigation","A 54-year-old woman died on 12/20/16 from injuries she sustained in a house fire on 12/17/16.","Female","54","Unknown","","N","1 & 2 family
","Not reported","http://www.thedailymail.net/news/article_8f0da5c4-c730-11e6-ae55-8727012bb9bc.html"
"12/14/2016","NY","Brooklyn","Under investigation","A one-year-old boy  and a 40-yaer-old woman died in an apartment fire.","Male","1","Children (14 and under)","1 of 2","N","Multifamily","Not reported","https://newyork.cbslocal.com/2016/12/14/fire-brooklyn-building/"
"12/14/2016","NY","Brooklyn","Under investigation","A one-year-old boy  and a 40-yaer-old woman died in an apartment fire.","Female","40","Unknown","2 of 2","N","Multifamily","Not reported","https://newyork.cbslocal.com/2016/12/14/fire-brooklyn-building/"
"12/13/2016","NY","Hector","Under investigation","A man died in a mobile home fire.","Male","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.stargazette.com/story/news/local/2016/12/13/police-investigate-fatal-fire-hector/95390126/"
"12/09/2016","NY","Granby (Oswego County)","Under investigation","A 71-year-old man died in a house fire.","Male","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://cnycentral.com/news/local/granby-house-fire-claims-the-life-of-a-71-year-old-man"
"12/07/2016","NY","Mayfield (Fulton County)","Under investigation","A 69-year-old man died in a mobile home fire","Male","69","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://news10.com/2016/12/07/man-dies-in-fatal-mobile-home-fire-in-amsterdam"
"12/04/2016","NY","Scarsdale","Under investigation","An 85-year-old man died in a house fire","Male","85","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://scarsdale.dailyvoice.com/news/scarsdale-fire-victim-died-on-his-85th-birthday-had-seven-children/692222/"
"12/01/2016","NY","Elbridge","Under investigation","A 43-year-old man died on 12/2 from injuries he received in this fire.","Male","43","Unknown","","N","Not reported","Not reported","https://www.syracuse.com/crime/index.ssf/2016/12/elbridge_man_critically_injured_in_fire_dies_family_says.html"
"11/29/2016","NY","Newfane","Under investigation","A man died in an apartment fire","Male","54","Unknown","","N","Multifamily","Not present/not working","https://wivb.com/2016/11/29/man-killed-in-house-fire-in-newfane/"
"11/28/2016","NY","Rochester","Under investigation","A 56-year-old man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://www.whec.com/news/one-person-injured-grover-street-fire/4328833/"
"11/26/2016","NY","Rochester","Under investigation","A 56-year-old man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2016/12/13/grover-street-fire/95378222/"
"11/16/2016","NY","Manhattan","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://nypost.com/2016/11/16/man-killed-in-apartment-building-fire/"
"11/12/2016","NY","Bronx","Under investigation","A 73-year-old woman died in an apartment fire.","Female","73","Older adults (65 and older)","","N","Multifamily","Not reported","https://nypost.com/2016/11/13/elderly-woman-dies-in-high-rise-fire/"
"11/12/2016","NY","Waddington","Under investigation","A 48-year-old woman died in a house fire.","Female","48","Unknown","","N","1 & 2 family
","Not reported","https://www.watertowndailytimes.com/news05/fatal-waddington-fire-still-under-investigation-20161114"
"11/11/2016","NY","Kirkwood","Under investigation","A 72-year-old man died in a house fire.","Male","72","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.pressconnects.com/story/news/local/2016/11/12/fire-update-kirkwood-fire-caused-improperly-installed-chimney-investigators-say/93715034/"
"11/11/2016","NY","Yonkers","Under investigation","A 59-year-old woman died from injuries suffered in an apartment fire","Female","59","Unknown","","N","Multifamily","Not reported","https://www.lohud.com/story/news/local/westchester/yonkers/2016/12/02/yonkers-midland-avenue-fire-fatal/94822796/"
"11/01/2016","NY","Brooklyn","Under investigation","A man died in an abandoned residential building fire","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.amny.com/news/cypress-hills-brooklyn-fire-kills-one-person-nypd-says-1.12544654"
"10/28/2016","NY","Newburgh","Under investigation","An 81-year-old woman died in a house fire.","Female","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.midhudsonnews.com/News/2016/October/28/MiddleHope_fire-28Oct16.htm"
